,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
17,"Wednesday, Apr 17",ATL,Home,ARI,L,2.0,3.0,10.0,9-8,3.0,2.0,Bradley,Biddle,Holland,3:32,N,22356.0,1.05,-2,
18,"Thursday, Apr 18",ATL,Home,ARI,L,1.0,4.0,9.0,9-9,4.0,2.0,Weaver,Soroka,Hirano,3:25,D,24193.0,.99,-3,
19,"Saturday, Apr 20 (1)",ATL,@,CLE,L,4.0,8.0,9.0,9-10,3.0,2.0,Kluber,Teheran,None,3:04,D,,.92,-4,2019-04-19 (Inclement weather)
20,"Saturday, Apr 20 (2)",ATL,@,CLE,W,8.0,7.0,9.0,10-10,3.0,2.0,Jackson,Cimber,Minter,3:54,N,23035.0,.90,1,
21,"Sunday, Apr 21",ATL,@,CLE,W,11.0,5.0,9.0,11-10,2.0,1.0,Fried,Bieber,None,3:22,N,16039.0,.97,2,
22,"Tuesday, Apr 23",ATL,@,CIN,L,6.0,7.0,9.0,11-11,3.0,1.5,Stephenson,Gausman,Iglesias,3:22,N,12789.0,1.01,-1,
23,"Wednesday, Apr 24",ATL,@,CIN,W,3.0,1.0,9.0,12-11,3.0,0.5,Soroka,Roark,Minter,2:58,N,12949.0,1.02,1,
24,"Thursday, Apr 25",ATL,@,CIN,L,2.0,4.0,9.0,12-12,3.0,1.0,Castillo,Teheran,Iglesias,2:54,N,14792.0,1.07,-1,
25,"Friday, Apr 26",ATL,Home,COL,L,4.0,8.0,9.0,12-13,3.0,1.5,Senzatela,Fried,Davis,3:21,N,40282.0,1.00,-2,
26,"Saturday, Apr 27",ATL,Home,COL,L,5.0,9.0,9.0,12-14,3.0,2.5,Shaw,Minter,None,2:58,N,38243.0,.95,-3,
27,"Sunday, Apr 28",ATL,Home,COL,W,8.0,7.0,9.0,13-14,3.0,2.5,Webb,Oh,Jackson,3:47,D,33919.0,.93,1,
28,"Monday, Apr 29",ATL,Home,SDP,W,3.0,1.0,9.0,14-14,2.0,2.0,Soroka,Margevicius,Webb,2:33,N,19353.0,.97,2,
29,"Tuesday, Apr 30",ATL,Home,SDP,L,3.0,4.0,9.0,14-15,3.0,2.0,Paddack,Teheran,Yates,2:42,N,18626.0,1.03,-1,
30,"Wednesday, May 1",ATL,Home,SDP,W,5.0,1.0,9.0,15-15,2.0,2.0,Fried,Quantrill,None,2:39,N,20394.0,.97,1,
31,"Thursday, May 2",ATL,Home,SDP,L,2.0,11.0,9.0,15-16,3.0,2.5,Strahm,Foltynewicz,None,2:53,D,23746.0,1.04,-1,
32,"Friday, May 3",ATL,@,MIA,W,7.0,2.0,9.0,16-16,2.0,2.5,Toussaint,Urena,None,3:08,N,7198.0,.98,1,
33,"Saturday, May 4",ATL,@,MIA,W,9.0,2.0,9.0,17-16,2.0,1.5,Soroka,Anderson,None,3:15,N,10229.0,1.08,2,
34,"Sunday, May 5",ATL,@,MIA,W,3.0,1.0,10.0,18-16,2.0,1.5,Tomlin,Guerrero,Jackson,3:29,D,11885.0,1.12,3,
35,"Monday, May 6",ATL,@,LAD,L,3.0,5.0,9.0,18-17,2.0,1.5,Buehler,Gausman,Urias,2:45,N,43393.0,1.15,-1,
36,"Tuesday, May 7",ATL,@,LAD,L,0.0,9.0,9.0,18-18,2.0,2.5,Ryu,Fried,None,2:42,N,47337.0,1.15,-2,
37,"Wednesday, May 8",ATL,@,LAD,L,4.0,9.0,9.0,18-19,2.0,3.5,Kershaw,Foltynewicz,None,2:58,N,53707.0,1.03,-3,
38,"Thursday, May 9",ATL,@,ARI,L-wo,2.0,3.0,10.0,18-20,2.0,4.0,Duplantier,Minter,None,3:13,N,17751.0,1.02,-4,
39,"Friday, May 10",ATL,@,ARI,W,2.0,1.0,9.0,19-20,2.0,3.0,Winkler,López,Jackson,3:00,N,21932.0,.97,1,
40,"Saturday, May 11",ATL,@,ARI,W,6.0,4.0,9.0,20-20,2.0,3.0,Gausman,Kelly,Venters,3:09,N,33168.0,1.05,2,
41,"Sunday, May 12",ATL,@,ARI,W,5.0,3.0,9.0,21-20,2.0,3.0,Fried,Godley,Jackson,3:21,D,27460.0,1.08,3,
42,"Tuesday, May 14",ATL,Home,STL,L,3.0,14.0,9.0,21-21,2.0,3.5,Flaherty,Foltynewicz,None,3:00,N,23718.0,1.13,-1,
43,"Wednesday, May 15",ATL,Home,STL,W,4.0,0.0,9.0,22-21,2.0,2.5,Soroka,Wacha,Jackson,2:40,N,23367.0,1.04,1,
44,"Thursday, May 16",ATL,Home,STL,W,10.0,2.0,9.0,23-21,2.0,1.5,Teheran,Wainwright,None,3:16,N,28783.0,1.11,2,
45,"Friday, May 17",ATL,Home,MIL,W,12.0,8.0,9.0,24-21,2.0,1.5,Fried,Chacin,Jackson,3:25,N,36222.0,1.19,3,
46,"Saturday, May 18",ATL,Home,MIL,W-wo,4.0,3.0,10.0,25-21,2.0,1.5,Webb,Hader,None,3:34,N,39121.0,1.22,4,
47,"Sunday, May 19",ATL,Home,MIL,L,2.0,3.0,10.0,25-22,2.0,2.5,Hader,Parsons,None,2:44,D,36548.0,1.26,-1,
48,"Monday, May 20",ATL,@,SFG,W,4.0,1.0,9.0,26-22,2.0,2.5,Soroka,Suarez,Newcomb,2:23,N,29815.0,1.21,1,
49,"Tuesday, May 21",ATL,@,SFG,L-wo,3.0,4.0,9.0,26-23,2.0,2.5,Gott,Jackson,None,3:16,N,28030.0,1.22,-1,
50,"Wednesday, May 22",ATL,@,SFG,W,9.0,2.0,9.0,27-23,2.0,1.5,Fried,Samardzija,None,2:48,N,31402.0,1.18,1,
51,"Thursday, May 23",ATL,@,SFG,W,5.0,4.0,13.0,28-23,2.0,1.5,Jackson,Moronta,None,4:21,D,32463.0,1.23,2,
52,"Friday, May 24",ATL,@,STL,W,5.0,2.0,9.0,29-23,2.0,1.5,Foltynewicz,Mikolas,None,2:44,N,44630.0,1.29,3,
53,"Saturday, May 25",ATL,@,STL,L,3.0,6.0,9.0,29-24,2.0,2.5,Miller,Winkler,Hicks,2:40,N,45760.0,1.31,-1,
54,"Sunday, May 26",ATL,@,STL,W,4.0,3.0,10.0,30-24,2.0,1.5,Webb,Webb,Jackson,4:07,N,45152.0,1.27,1,
55,"Tuesday, May 28",ATL,Home,WSN,L,4.0,5.0,9.0,30-25,2.0,2.5,Strasburg,Fried,Doolittle,3:21,N,27573.0,1.36,-1,
56,"Wednesday, May 29",ATL,Home,WSN,L,4.0,14.0,9.0,30-26,2.0,3.5,Sanchez,Gausman,McGowin,3:11,N,37726.0,1.31,-2,
57,"Friday, May 31",ATL,Home,DET,L,2.0,8.0,9.0,30-27,2.0,3.0,Turnbull,Foltynewicz,None,2:52,N,35524.0,1.23,-3,
58,"Saturday, Jun 1",ATL,Home,DET,W,10.0,5.0,9.0,31-27,2.0,2.0,Soroka,Norris,Jackson,2:51,D,37108.0,1.20,1,
59,"Sunday, Jun 2",ATL,Home,DET,W,7.0,4.0,9.0,32-27,2.0,1.0,Toussaint,Jimenez,None,3:18,D,28978.0,1.25,2,
60,"Tuesday, Jun 4",ATL,@,PIT,W,12.0,5.0,9.0,33-27,2.0,0.5,Winkler,Crick,None,3:46,N,13963.0,1.35,3,
61,"Wednesday, Jun 5",ATL,@,PIT,L,4.0,7.0,9.0,33-28,2.0,1.5,Musgrove,Gausman,None,2:48,N,13904.0,1.33,-1,
62,"Thursday, Jun 6",ATL,@,PIT,L,1.0,6.0,9.0,33-29,2.0,2.0,Archer,Foltynewicz,Vazquez,2:58,D,18232.0,1.31,-2,
63,"Friday, Jun 7",ATL,@,MIA,W,7.0,1.0,9.0,34-29,2.0,2.0,Soroka,Urena,None,2:42,N,8589.0,1.30,1,
64,"Saturday, Jun 8",ATL,@,MIA,W,1.0,0.0,9.0,35-29,2.0,2.0,Teheran,Richards,Jackson,2:57,D,9771.0,1.30,2,
65,"Sunday, Jun 9",ATL,@,MIA,W,7.0,6.0,12.0,36-29,2.0,1.0,Winkler,Conley,Tomlin,4:26,D,10959.0,1.34,3,
66,"Monday, Jun 10",ATL,Home,PIT,W,13.0,7.0,9.0,37-29,1.0,Tied,Newcomb,McRae,Webb,3:35,N,21822.0,1.37,4,
67,"Tuesday, Jun 11",ATL,Home,PIT,W,7.0,5.0,8.0,38-29,1.0,Tied,Toussaint,Archer,Swarzak,3:15,N,31305.0,1.44,5,
68,"Wednesday, Jun 12",ATL,Home,PIT,W-wo,8.0,7.0,11.0,39-29,1.0,up 1.0,Webb,Feliz,None,4:17,N,24428.0,1.44,6,
69,"Thursday, Jun 13",ATL,Home,PIT,W,6.0,5.0,9.0,40-29,1.0,up 1.5,Teheran,Musgrove,Jackson,3:30,D,35108.0,1.37,7,
70,"Friday, Jun 14",ATL,Home,PHI,W-wo,9.0,8.0,9.0,41-29,1.0,up 2.5,Blevins,Neris,None,3:30,N,41975.0,1.89,8,
71,"Saturday, Jun 15",ATL,Home,PHI,L,5.0,6.0,9.0,41-30,1.0,up 1.5,Ramos,Jackson,Neris,3:55,N,43593.0,1.85,-1,
72,"Sunday, Jun 16",ATL,Home,PHI,W,15.0,1.0,9.0,42-30,1.0,up 2.5,Foltynewicz,Velasquez,None,3:09,D,40855.0,1.88,1,
73,"Monday, Jun 17",ATL,Home,NYM,W,12.0,3.0,9.0,43-30,1.0,up 3.0,Soroka,Wheeler,None,3:05,N,24660.0,1.55,2,
74,"Tuesday, Jun 18",ATL,Home,NYM,L,2.0,10.0,9.0,43-31,1.0,up 2.5,deGrom,Teheran,None,3:04,N,24791.0,1.48,-1,
75,"Wednesday, Jun 19",ATL,Home,NYM,W,7.0,2.0,9.0,44-31,1.0,up 4.0,Fried,Matz,None,3:03,N,37104.0,1.57,1,
76,"Friday, Jun 21",ATL,@,WSN,L,3.0,4.0,9.0,44-32,1.0,up 4.5,Strasburg,Keuchel,Suero,3:01,N,34212.0,1.56,-1,
77,"Saturday, Jun 22",ATL,@,WSN,W,13.0,9.0,9.0,45-32,1.0,up 5.5,Minter,Ross,None,3:42,N,37492.0,1.64,1,
78,"Sunday, Jun 23",ATL,@,WSN,W,4.0,3.0,10.0,46-32,1.0,up 6.5,Minter,Rainey,Jackson,3:09,D,34256.0,1.50,2,
79,"Monday, Jun 24",ATL,@,CHC,L,3.0,8.0,9.0,46-33,1.0,up 5.5,Lester,Teheran,None,3:01,N,37603.0,1.23,-1,
80,"Tuesday, Jun 25",ATL,@,CHC,W,3.0,2.0,9.0,47-33,1.0,up 5.5,Fried,Montgomery,Jackson,2:59,N,37333.0,1.29,1,
81,"Wednesday, Jun 26",ATL,@,CHC,W,5.0,3.0,9.0,48-33,1.0,up 5.5,Keuchel,Darvish,Minter,3:02,N,38017.0,1.23,2,
82,"Thursday, Jun 27",ATL,@,CHC,L,7.0,9.0,9.0,48-34,1.0,up 4.5,Chatwood,Tomlin,Kimbrel,3:02,D,39823.0,1.20,-1,
83,"Friday, Jun 28",ATL,@,NYM,W,6.0,2.0,9.0,49-34,1.0,up 5.5,Soroka,deGrom,None,2:55,N,36421.0,1.31,1,
84,"Saturday, Jun 29",ATL,@,NYM,W,5.0,4.0,9.0,50-34,1.0,up 6.5,Newcomb,Lugo,Jackson,3:39,D,40809.0,1.26,2,
85,"Sunday, Jun 30",ATL,@,NYM,L,5.0,8.0,9.0,50-35,1.0,up 5.5,Font,Newcomb,Díaz,3:27,N,31743.0,1.10,-1,
86,"Tuesday, Jul 2",ATL,Home,PHI,L,0.0,2.0,9.0,50-36,1.0,up 4.5,Nola,Keuchel,Neris,2:48,N,40180.0,1.55,-2,
87,"Wednesday, Jul 3",ATL,Home,PHI,W,9.0,2.0,9.0,51-36,1.0,up 5.5,Wilson,Pivetta,None,2:36,N,40147.0,1.71,1,
88,"Thursday, Jul 4",ATL,Home,PHI,W,12.0,6.0,9.0,52-36,1.0,up 6.0,Minter,Eflin,None,3:32,N,40633.0,1.54,2,
89,"Friday, Jul 5",ATL,Home,MIA,W-wo,1.0,0.0,9.0,53-36,1.0,up 6.5,Jackson,Quijada,None,3:00,N,41102.0,1.10,3,
90,"Saturday, Jul 6",ATL,Home,MIA,L,4.0,5.0,9.0,53-37,1.0,up 6.0,Smith,Fried,Romo,3:19,D,37216.0,1.00,-1,
91,"Sunday, Jul 7",ATL,Home,MIA,W,4.0,3.0,9.0,54-37,1.0,up 6.0,Keuchel,Richards,Jackson,3:02,D,30514.0,1.14,1,
92,"Friday, Jul 12",ATL,@,SDP,W,5.0,3.0,9.0,55-37,1.0,up 6.0,Keuchel,Lamet,Jackson,3:03,N,34692.0,1.12,2,
93,"Saturday, Jul 13",ATL,@,SDP,W,7.0,5.0,10.0,56-37,1.0,up 6.0,Newcomb,Perdomo,Jackson,4:05,N,43148.0,1.02,3,
94,"Sunday, Jul 14",ATL,@,SDP,W,4.0,1.0,9.0,57-37,1.0,up 7.0,Soroka,Wingenter,Minter,3:15,D,34739.0,.90,4,
95,"Monday, Jul 15",ATL,@,MIL,W,4.0,2.0,9.0,58-37,1.0,up 7.5,Fried,Houser,Jackson,3:02,N,31850.0,.87,5,
96,"Tuesday, Jul 16",ATL,@,MIL,L,1.0,13.0,9.0,58-38,1.0,up 6.5,Woodruff,Wilson,None,3:29,N,31599.0,.74,-1,
97,"Wednesday, Jul 17",ATL,@,MIL,L,4.0,5.0,9.0,58-39,1.0,up 6.5,Anderson,Keuchel,Hader,3:07,D,36928.0,.84,-2,
98,"Thursday, Jul 18",ATL,Home,WSN,L,4.0,13.0,9.0,58-40,1.0,up 5.5,Strasburg,Wright,None,3:44,N,39363.0,1.24,-3,
99,"Friday, Jul 19",ATL,Home,WSN,W-wo,4.0,3.0,9.0,59-40,1.0,up 6.5,Jackson,Rodney,None,3:30,N,39344.0,1.44,1,
100,"Saturday, Jul 20",ATL,Home,WSN,L,3.0,5.0,9.0,59-41,1.0,up 5.5,Sanchez,Soroka,Doolittle,3:14,N,42467.0,1.32,-1,
101,"Sunday, Jul 21",ATL,Home,WSN,W,7.0,1.0,9.0,60-41,1.0,up 6.5,Gausman,Ross,None,3:02,N,31848.0,1.43,1,
102,"Tuesday, Jul 23",ATL,Home,KCR,L,4.0,5.0,9.0,60-42,1.0,up 5.5,Hill,Swarzak,Kennedy,3:30,N,36570.0,.95,-1,
103,"Wednesday, Jul 24",ATL,Home,KCR,L,0.0,2.0,9.0,60-43,1.0,up 4.0,Keller,Teheran,Kennedy,2:43,N,38865.0,1.07,-2,
104,"Friday, Jul 26",ATL,@,PHI,W,9.0,2.0,9.0,61-43,1.0,up 5.5,Newcomb,Arrieta,None,3:02,N,31268.0,1.58,1,
105,"Saturday, Jul 27",ATL,@,PHI,W,15.0,7.0,9.0,62-43,1.0,up 6.5,Fried,Eflin,None,3:34,N,39340.0,1.37,2,
106,"Sunday, Jul 28",ATL,@,PHI,L,4.0,9.0,9.0,62-44,1.0,up 5.5,Nola,Gausman,None,3:13,D,37037.0,1.14,-1,
107,"Monday, Jul 29",ATL,@,WSN,L,3.0,6.0,9.0,62-45,1.0,up 4.5,Corbin,Keuchel,None,3:23,N,24292.0,1.43,-2,
108,"Tuesday, Jul 30",ATL,@,WSN,W,11.0,8.0,9.0,63-45,1.0,up 5.5,Teheran,Fedde,None,3:47,N,26566.0,1.64,1,
109,"Wednesday, Jul 31",ATL,@,WSN,W,5.0,4.0,10.0,64-45,1.0,up 6.5,Newcomb,Doolittle,Tomlin,3:14,D,31576.0,1.42,2,
110,"Thursday, Aug 1",ATL,Home,CIN,W,4.0,1.0,6.0,65-45,1.0,up 7.0,Fried,DeSclafani,None,2:08,N,28677.0,.91,3,
111,"Friday, Aug 2",ATL,Home,CIN,L,2.0,5.0,9.0,65-46,1.0,up 6.0,Wood,Gausman,Iglesias,3:01,N,37743.0,.82,-1,
112,"Saturday, Aug 3",ATL,Home,CIN,W-wo,5.0,4.0,10.0,66-46,1.0,up 7.0,Jackson,Hughes,None,3:47,N,42085.0,.91,1,
113,"Sunday, Aug 4",ATL,Home,CIN,L,4.0,6.0,10.0,66-47,1.0,up 7.0,Stephenson,Greene,Hernandez,3:54,D,33083.0,.83,-1,
114,"Monday, Aug 5",ATL,@,MIN,L-wo,3.0,5.0,9.0,66-48,1.0,up 6.0,May,Martin,None,3:01,N,26722.0,.87,-2,
115,"Tuesday, Aug 6",ATL,@,MIN,W,12.0,7.0,9.0,67-48,1.0,up 6.0,Foltynewicz,Berrios,None,3:27,N,36721.0,1.04,1,
116,"Wednesday, Aug 7",ATL,@,MIN,W,11.0,7.0,9.0,68-48,1.0,up 6.0,Fried,Perez,None,3:33,D,35682.0,.93,2,
117,"Thursday, Aug 8",ATL,@,MIA,L,2.0,9.0,9.0,68-49,1.0,up 5.5,Hernandez,Keuchel,None,3:04,N,8948.0,.90,-1,
118,"Friday, Aug 9",ATL,@,MIA,W,8.0,4.0,9.0,69-49,1.0,up 6.5,Teheran,Smith,None,3:19,N,8057.0,.95,1,
119,"Saturday, Aug 10",ATL,@,MIA,L-wo,6.0,7.0,10.0,69-50,1.0,up 6.5,Brigham,Newcomb,None,3:34,N,29720.0,.83,-1,
120,"Sunday, Aug 11",ATL,@,MIA,W,5.0,4.0,9.0,70-50,1.0,up 6.5,Foltynewicz,Noesi,Jackson,3:23,D,12338.0,.93,1,
121,"Tuesday, Aug 13",ATL,Home,NYM,W,5.0,3.0,9.0,71-50,1.0,up 6.0,Fried,Wheeler,Melancon,3:18,N,27627.0,.99,2,
122,"Wednesday, Aug 14",ATL,Home,NYM,W,6.0,4.0,9.0,72-50,1.0,up 6.0,Martin,Lugo,Blevins,3:15,N,23582.0,.90,3,
123,"Thursday, Aug 15",ATL,Home,NYM,L,8.0,10.0,9.0,72-51,1.0,up 5.5,Stroman,Teheran,Díaz,3:33,N,25424.0,.78,-1,
124,"Friday, Aug 16",ATL,Home,LAD,L,3.0,8.0,9.0,72-52,1.0,up 4.5,Kolarek,Newcomb,Urias,3:06,N,41413.0,.82,-2,
125,"Saturday, Aug 17",ATL,Home,LAD,W,4.0,3.0,9.0,73-52,1.0,up 5.5,Newcomb,Ryu,Melancon,3:17,N,43619.0,.95,1,
126,"Sunday, Aug 18",ATL,Home,LAD,W,5.0,3.0,9.0,74-52,1.0,up 5.5,Swarzak,May,Melancon,3:11,D,37617.0,.81,2,
127,"Tuesday, Aug 20",ATL,Home,MIA,W,5.0,1.0,9.0,75-52,1.0,up 6.0,Keuchel,Kinley,None,3:00,N,21271.0,.81,3,
128,"Wednesday, Aug 21",ATL,Home,MIA,W,5.0,0.0,9.0,76-52,1.0,up 6.0,Teheran,Smith,None,2:44,N,23537.0,.70,4,
129,"Thursday, Aug 22",ATL,Home,MIA,W-wo,3.0,2.0,9.0,77-52,1.0,up 6.0,Melancon,Stanek,None,2:40,N,23967.0,.70,5,
130,"Friday, Aug 23",ATL,@,NYM,W,2.0,1.0,14.0,78-52,1.0,up 6.0,Jackson,Familia,Melancon,4:37,N,31437.0,.75,6,
131,"Saturday, Aug 24",ATL,@,NYM,W,9.0,5.0,9.0,79-52,1.0,up 6.0,Tomlin,Brach,None,3:14,N,38300.0,.61,7,
132,"Sunday, Aug 25",ATL,@,NYM,W,2.0,1.0,9.0,80-52,1.0,up 6.0,Keuchel,Matz,Melancon,2:45,D,30170.0,.59,8,
133,"Monday, Aug 26",ATL,@,COL,L-wo,1.0,3.0,9.0,80-53,1.0,up 5.5,Diaz,Swarzak,None,3:27,D,29803.0,.52,-1,2019-04-10 (Inclement weather)
134,"Tuesday, Aug 27",ATL,@,TOR,L,1.0,3.0,9.0,80-54,1.0,up 5.5,Godley,Soroka,Giles,2:57,N,24578.0,.55,-2,
135,"Wednesday, Aug 28",ATL,@,TOR,W,9.0,4.0,9.0,81-54,1.0,up 5.5,Jackson,Waguespack,None,3:33,N,23112.0,.59,1,
136,"Friday, Aug 30",ATL,Home,CHW,W,10.0,7.0,9.0,82-54,1.0,up 5.5,Fried,Nova,Melancon,3:28,N,39097.0,.54,2,
137,"Saturday, Aug 31",ATL,Home,CHW,W,11.0,5.0,9.0,83-54,1.0,up 5.5,Keuchel,Lopez,None,3:52,N,36664.0,.54,3,
138,"Sunday, Sep 1",ATL,Home,CHW,W,5.0,3.0,9.0,84-54,1.0,up 5.5,Teheran,Giolito,Melancon,3:08,N,41397.0,.53,4,
139,"Monday, Sep 2",ATL,Home,TOR,W,6.0,3.0,9.0,85-54,1.0,up 6.5,Soroka,Waguespack,Melancon,2:52,D,28987.0,.52,5,
140,"Tuesday, Sep 3",ATL,Home,TOR,W,7.0,2.0,9.0,86-54,1.0,up 6.5,Foltynewicz,Font,None,2:46,N,25427.0,.40,6,
141,"Thursday, Sep 5",ATL,Home,WSN,W,4.0,2.0,9.0,87-54,1.0,up 8.0,Fried,Strasburg,None,2:57,N,28831.0,.50,7,
142,"Friday, Sep 6",ATL,Home,WSN,W,4.0,3.0,9.0,88-54,1.0,up 9.0,Keuchel,Corbin,Greene,3:20,N,37181.0,.33,8,
143,"Saturday, Sep 7",ATL,Home,WSN,W,5.0,4.0,9.0,89-54,1.0,up10.0,Teheran,Voth,Melancon,3:29,N,40467.0,.21,9,
144,"Sunday, Sep 8",ATL,Home,WSN,L,4.0,9.0,9.0,89-55,1.0,up 9.0,Scherzer,Soroka,None,3:16,D,31789.0,.15,-1,
145,"Monday, Sep 9",ATL,@,PHI,W,7.0,2.0,9.0,90-55,1.0,up 9.5,Foltynewicz,Nola,None,2:47,N,25071.0,.11,1,
146,"Tuesday, Sep 10",ATL,@,PHI,L,5.0,6.0,9.0,90-56,1.0,up 9.5,Parker,Fried,Neris,3:06,N,24220.0,.10,-1,
147,"Wednesday, Sep 11",ATL,@,PHI,W,3.0,1.0,9.0,91-56,1.0,up 9.5,Keuchel,Eflin,Melancon,3:31,N,23243.0,.08,1,
148,"Thursday, Sep 12",ATL,@,PHI,L,5.0,9.0,9.0,91-57,1.0,up 8.5,Hughes,Teheran,Neris,3:35,N,27022.0,.12,-1,
149,"Friday, Sep 13",ATL,@,WSN,W,5.0,0.0,9.0,92-57,1.0,up 9.5,Soroka,Scherzer,None,3:16,N,39730.0,.13,1,
150,"Saturday, Sep 14",ATL,@,WSN,W,10.0,1.0,9.0,93-57,1.0,up10.5,Foltynewicz,Suero,None,3:29,D,39664.0,.09,2,
151,"Sunday, Sep 15",ATL,@,WSN,L,0.0,7.0,9.0,93-58,1.0,up 9.5,Sanchez,Fried,None,3:03,D,29350.0,.10,-1,
152,"Tuesday, Sep 17",ATL,Home,PHI,L,4.0,5.0,9.0,93-59,1.0,up 9.0,Velasquez,Keuchel,Neris,3:26,N,28843.0,.07,-2,
153,"Wednesday, Sep 18",ATL,Home,PHI,L,1.0,4.0,9.0,93-60,1.0,up 9.0,Eflin,Teheran,Neris,2:59,N,27937.0,.06,-3,
154,"Thursday, Sep 19",ATL,Home,PHI,W,5.0,4.0,9.0,94-60,1.0,up 9.5,Soroka,Nola,Melancon,3:10,D,33223.0,.07,1,
155,"Friday, Sep 20",ATL,Home,SFG,W,6.0,0.0,9.0,95-60,1.0,up 9.5,Foltynewicz,Beede,None,2:21,N,37419.0,.08,2,
156,"Saturday, Sep 21",ATL,Home,SFG,W,8.0,1.0,9.0,96-60,1.0,up 9.5,Fried,Cueto,None,2:35,N,40899.0,.06,3,
157,"Sunday, Sep 22",ATL,Home,SFG,L,1.0,4.0,9.0,96-61,1.0,up 9.5,Webb,Keuchel,Smith,3:07,D,33674.0,.08,-1,
158,"Tuesday, Sep 24",ATL,@,KCR,L,6.0,9.0,9.0,96-62,1.0,up 7.5,Duffy,Teheran,None,3:28,N,16688.0,.07,-2,
159,"Wednesday, Sep 25",ATL,@,KCR,W,10.0,2.0,9.0,97-62,1.0,up 7.5,Jackson,Barnes,None,3:31,N,16931.0,.06,1,
160,"Friday, Sep 27",ATL,@,NYM,L,2.0,4.0,9.0,97-63,1.0,up 6.0,Stroman,Keuchel,Lugo,3:09,N,26264.0,.06,-1,
161,"Saturday, Sep 28",ATL,@,NYM,L,0.0,3.0,9.0,97-64,1.0,up 5.0,Matz,Foltynewicz,Díaz,2:33,N,32210.0,.05,-2,
162,"Sunday, Sep 29",ATL,@,NYM,L-wo,6.0,7.0,11.0,97-65,1.0,up 4.0,Mazza,Dayton,None,3:44,D,31523.0,.07,-3,
